Category,ID,Latitude,Longitude,Date,DAYMET_Region,DAYMET_004_Line_Y_1000,DAYMET_004_Sample_X_1000,DAYMET_004_dayl,DAYMET_004_prcp,DAYMET_004_srad,DAYMET_004_swe,DAYMET_004_tmax,DAYMET_004_tmin,DAYMET_004_vp
weather study,chicago,41.881832,-87.623177,2023-08-07,na,4977,5536,50467.8085938,0.0,334.3399963,0.0,25.8400002,17.9300003,2053.3999023
weather study,chicago,41.881832,-87.623177,2023-08-08,na,4977,5536,50326.3789062,0.0,454.3699951,0.0,28.8500004,16.0400009,1821.9499512
weather study,chicago,41.881832,-87.623177,2023-08-09,na,4977,5536,50183.2890625,0.0,345.0700073,0.0,25.7900009,17.6499996,2018.3699951
weather study,chicago,41.881832,-87.623177,2023-08-10,na,4977,5536,50038.6015625,0.0,423.8500061,0.0,28.6700001,17.3500004,1979.5600586
weather study,chicago,41.881832,-87.623177,2023-08-11,na,4977,5536,49892.3515625,2.1800001,266.1199951,0.0,28.8299999,19.9300003,2327.4799805
weather study,chicago,41.881832,-87.623177,2023-08-12,na,4977,5536,49744.609375,0.0,369.9700012,0.0,29.5100002,19.9400005,2327.8400879
weather study,chicago,41.881832,-87.623177,2023-08-13,na,4977,5536,49595.4296875,0.0,341.769989,0.0,25.9300003,17.8199997,2039.9499512
weather study,chicago,41.881832,-87.623177,2023-08-14,na,4977,5536,49444.8515625,44.6699982,202.6499939,0.0,23.5799999,17.5900002,2010.9200439
weather study,chicago,41.881832,-87.623177,2023-08-15,na,4977,5536,49292.9296875,3.5999999,262.1099854,0.0,24.5,16.3500004,1858.6300049
weather study,chicago,41.881832,-87.623177,2023-08-16,na,4977,5536,49139.71875,0.0,466.1000061,0.0,26.9699993,13.6099997,1558.1199951
weather study,chicago,41.881832,-87.623177,2023-08-17,na,4977,5536,48985.2617188,8.7299995,292.8500061,0.0,26.3199997,16.4500008,1870.2299805
weather study,chicago,41.881832,-87.623177,2023-08-18,na,4977,5536,48829.6210938,0.0,435.7200012,0.0,25.2099991,13.7200003,1569.0400391
weather study,chicago,41.881832,-87.623177,2023-08-19,na,4977,5536,48672.8203125,0.0,444.0599976,0.0,27.4200001,14.9899998,1703.2600098
weather study,chicago,41.881832,-87.623177,2023-08-20,na,4977,5536,48514.9296875,0.0,403.7000122,0.0,31.6900005,20.0499992,2343.7600098
weather study,chicago,41.881832,-87.623177,2023-08-21,na,4977,5536,48355.9804688,0.0,288.9599915,0.0,27.0,20.0900002,2349.8701172
weather study,chicago,41.881832,-87.623177,2023-08-22,na,4977,5536,48196.03125,0.0,389.1099854,0.0,30.4200001,19.75,2301.8601074
weather study,chicago,41.881832,-87.623177,2023-08-23,na,4977,5536,48035.1015625,0.0,404.2900085,0.0,35.9799995,22.9400005,2798.1899414
weather study,chicago,41.881832,-87.623177,2023-08-24,na,4977,5536,47873.25,0.0,399.5100098,0.0,36.7999992,23.6299992,2916.8100586
weather study,chicago,41.881832,-87.623177,2023-08-25,na,4977,5536,47710.5195312,0.0,243.1600037,0.0,26.5300007,20.7900009,2454.2700195
weather study,chicago,41.881832,-87.623177,2023-08-26,na,4977,5536,47546.9414062,0.0,257.8399963,0.0,23.8500004,18.0200005,2065.3300781
weather study,chicago,41.881832,-87.623177,2023-08-27,na,4977,5536,47382.5703125,0.0,314.7799988,0.0,23.1299992,15.9700003,1813.4399414
weather study,chicago,41.881832,-87.623177,2023-08-28,na,4977,5536,47217.4296875,0.0,436.730011,0.0,25.5699997,13.4700003,1543.9499512
weather study,chicago,41.881832,-87.623177,2023-08-29,na,4977,5536,47051.5585938,0.0,440.5799866,0.0,28.8899994,15.5299997,1763.5500488
weather study,chicago,41.881832,-87.623177,2023-08-30,na,4977,5536,46885.0117188,0.0,335.730011,0.0,20.8400002,13.0500002,1501.4300537
weather study,chicago,41.881832,-87.623177,2023-08-31,na,4977,5536,46717.8085938,0.0,456.7399902,0.0,24.3299999,10.8500004,1298.9399414
weather study,chicago,41.881832,-87.623177,2023-09-01,na,4977,5536,46549.9882812,0.0,460.4899902,0.0,28.0699997,12.9799995,1494.8900146
weather study,chicago,41.881832,-87.623177,2023-09-02,na,4977,5536,46381.5898438,0.0,446.6499939,0.0,30.4699993,15.4700003,1757.0400391
weather study,chicago,41.881832,-87.623177,2023-09-03,na,4977,5536,46212.640625,0.0,409.2600098,0.0,33.1800003,19.5499992,2273.0100098
weather study,chicago,41.881832,-87.623177,2023-09-04,na,4977,5536,46043.1796875,0.0,379.0299988,0.0,33.1699982,20.9300003,2475.2199707
weather study,chicago,41.881832,-87.623177,2023-09-05,na,4977,5536,45873.2382812,5.79,239.0599976,0.0,32.7900009,23.0300007,2813.5700684
weather study,chicago,41.881832,-87.623177,2023-09-06,na,4977,5536,45702.859375,4.5100002,202.3800049,0.0,27.5799999,20.2299995,2370.25
weather study,chicago,41.881832,-87.623177,2023-09-07,na,4977,5536,45532.0507812,5.8099999,104.8600006,0.0,20.9200001,17.6200008,2013.9000244
weather study,chicago,41.881832,-87.623177,2023-09-08,na,4977,5536,45360.8710938,5.0100002,144.4199982,0.0,19.6900005,15.1499996,1720.5500488
weather study,chicago,41.881832,-87.623177,2023-09-09,na,4977,5536,45189.3203125,0.0,384.7600098,0.0,22.9300003,12.2200003,1422.5
weather study,chicago,41.881832,-87.623177,2023-09-10,na,4977,5536,45017.4609375,7.9899998,331.0700073,0.0,26.25,11.21,1330.0400391
weather study,chicago,41.881832,-87.623177,2023-09-11,na,4977,5536,44845.3007812,22.2800007,158.4700012,0.0,19.6399994,14.5299997,1653.3599854
weather study,chicago,41.881832,-87.623177,2023-09-12,na,4977,5536,44672.8710938,0.0,307.7600098,0.0,21.0200005,13.0900002,1506.2800293
weather study,chicago,41.881832,-87.623177,2023-09-13,na,4977,5536,44500.2109375,0.0,346.5799866,0.0,20.2999992,10.9700003,1309.0699463
weather study,chicago,41.881832,-87.623177,2023-09-14,na,4977,5536,44327.3398438,0.0,371.1499939,0.0,21.2199993,10.6499996,1282.0899658
weather study,chicago,41.881832,-87.623177,2023-09-15,na,4977,5536,44154.3007812,0.0,406.5700073,0.0,24.2999992,11.29,1337.7600098
weather study,chicago,41.881832,-87.623177,2023-09-16,na,4977,5536,43981.1015625,19.4899998,209.25,0.0,21.8099995,14.4200001,1642.2199707
weather study,chicago,41.881832,-87.623177,2023-09-17,na,4977,5536,43807.7695312,19.1000004,180.3000031,0.0,19.7900009,13.7200003,1568.5300293
weather study,chicago,41.881832,-87.623177,2023-09-18,na,4977,5536,43634.359375,0.0,321.2600098,0.0,20.8199997,12.1999998,1420.1300049
weather study,chicago,41.881832,-87.623177,2023-09-19,na,4977,5536,43460.8710938,4.1500001,175.4700012,0.0,18.5599995,12.8100004,1478.4499512
weather study,chicago,41.881832,-87.623177,2023-09-20,na,4977,5536,43287.3398438,0.0,354.9599915,0.0,26.2399998,15.3800001,1746.3199463
weather study,chicago,41.881832,-87.623177,2023-09-21,na,4977,5536,43113.8007812,1.15,267.3599854,0.0,24.1900005,16.9500008,1930.6199951
weather study,chicago,41.881832,-87.623177,2023-09-22,na,4977,5536,42940.2695312,0.0,271.3399963,0.0,25.1900005,17.7600002,2032.2099609
weather study,chicago,41.881832,-87.623177,2023-09-23,na,4977,5536,42766.78125,0.0,277.3099976,0.0,24.6700001,17.1499996,1954.8399658
weather study,chicago,41.881832,-87.623177,2023-09-24,na,4977,5536,42593.359375,0.0,338.6000061,0.0,24.0200005,14.0799999,1606.3199463
weather study,chicago,41.881832,-87.623177,2023-09-25,na,4977,5536,42420.0390625,9.8599997,184.0599976,0.0,23.2399998,16.6399994,1892.8699951
weather study,chicago,41.881832,-87.623177,2023-09-26,na,4977,5536,42246.8398438,23.0100002,149.5,0.0,22.3299999,17.1100006,1950.3299561
weather study,chicago,41.881832,-87.623177,2023-09-27,na,4977,5536,42073.7890625,0.0,148.1799927,0.0,20.5400009,16.8500004,1918.5600586
weather study,chicago,41.881832,-87.623177,2023-09-28,na,4977,5536,41900.921875,0.0,182.1799927,0.0,20.4799995,15.9899998,1816.3199463
weather study,chicago,41.881832,-87.623177,2023-09-29,na,4977,5536,41728.2617188,0.0,307.9400024,0.0,22.6800003,14.1000004,1608.3000488
weather study,chicago,41.881832,-87.623177,2023-09-30,na,4977,5536,41555.828125,0.0,362.9500122,0.0,26.5699997,14.4300003,1642.8100586
weather study,chicago,41.881832,-87.623177,2023-10-01,na,4977,5536,41383.671875,0.0,344.3999939,0.0,27.3999996,16.1700001,1837.1899414
weather study,chicago,41.881832,-87.623177,2023-10-02,na,4977,5536,41211.8007812,0.0,347.9200134,0.0,27.9300003,16.2399998,1845.5400391
weather study,chicago,41.881832,-87.623177,2023-10-03,na,4977,5536,41040.2617188,0.0,357.5,0.0,29.6399994,16.5,1876.6600342
weather study,chicago,41.881832,-87.623177,2023-10-04,na,4977,5536,40869.0703125,14.6099997,229.5899963,0.0,28.8400002,19.0799999,2207.1599121
weather study,chicago,41.881832,-87.623177,2023-10-05,na,4977,5536,40698.2617188,0.0,213.2899933,0.0,21.3999996,15.9099998,1807.1199951
weather study,chicago,41.881832,-87.623177,2023-10-06,na,4977,5536,40527.8710938,1.0,299.1199951,0.0,16.1399994,8.1700001,1084.9899902
weather study,chicago,41.881832,-87.623177,2023-10-07,na,4977,5536,40357.9296875,0.0,276.8599854,0.0,14.4899998,7.25,1019.0100098
weather study,chicago,41.881832,-87.623177,2023-10-08,na,4977,5536,40188.46875,0.0,231.8500061,0.0,12.79,6.96,998.6799927
weather study,chicago,41.881832,-87.623177,2023-10-09,na,4977,5536,40019.5195312,0.0,304.0,0.0,14.0,5.6100001,909.6300049
weather study,chicago,41.881832,-87.623177,2023-10-10,na,4977,5536,39851.109375,0.0,359.6799927,0.0,16.5699997,4.6999998,853.7700195
weather study,chicago,41.881832,-87.623177,2023-10-11,na,4977,5536,39683.2890625,8.8599997,277.4400024,0.0,18.8400002,4.9400001,868.1199951
weather study,chicago,41.881832,-87.623177,2023-10-12,na,4977,5536,39516.078125,4.8899999,168.8899994,0.0,16.2399998,10.1700001,1241.3100586
weather study,chicago,41.881832,-87.623177,2023-10-13,na,4977,5536,39349.53125,27.8299999,79.7799988,0.0,14.3400002,11.7200003,1376.1500244
weather study,chicago,41.881832,-87.623177,2023-10-14,na,4977,5536,39183.6601562,11.0100002,88.0500031,0.0,12.6599998,9.8199997,1212.4499512
weather study,chicago,41.881832,-87.623177,2023-10-15,na,4977,5536,39018.5117188,0.0,253.0,0.0,14.2299995,7.5300002,1038.3699951
weather study,chicago,41.881832,-87.623177,2023-10-16,na,4977,5536,38854.1289062,0.0,203.0399933,0.0,12.0600004,6.9699998,999.539978
weather study,chicago,41.881832,-87.623177,2023-10-17,na,4977,5536,38690.5507812,0.0,342.230011,0.0,17.0499992,4.8800001,864.8800049
weather study,chicago,41.881832,-87.623177,2023-10-18,na,4977,5536,38527.8085938,3.1099999,254.3200073,0.0,18.8500004,6.1799998,946.5900269
weather study,chicago,41.881832,-87.623177,2023-10-19,na,4977,5536,38365.9609375,3.1099999,109.0199966,0.0,14.3599997,10.5500002,1272.9699707
weather study,chicago,41.881832,-87.623177,2023-10-20,na,4977,5536,38205.03125,0.0,199.3300018,0.0,14.4200001,9.0699997,1152.6700439
weather study,chicago,41.881832,-87.623177,2023-10-21,na,4977,5536,38045.0585938,1.62,315.4700012,0.0,17.2999992,6.27,952.3599854
weather study,chicago,41.881832,-87.623177,2023-10-22,na,4977,5536,37886.109375,0.0,280.0799866,0.0,14.0500002,5.3499999,893.3499756
weather study,chicago,41.881832,-87.623177,2023-10-23,na,4977,5536,37728.2109375,0.0,326.0,0.0,18.6299992,5.4899998,902.5100098
weather study,chicago,41.881832,-87.623177,2023-10-24,na,4977,5536,37571.4101562,1.58,308.5,0.0,27.2700005,13.1999998,1516.6099854
weather study,chicago,41.881832,-87.623177,2023-10-25,na,4977,5536,37415.75,4.1399999,110.3399963,0.0,19.2099991,14.7799997,1680.8499756
weather study,chicago,41.881832,-87.623177,2023-10-26,na,4977,5536,37261.2890625,5.2600002,109.8600006,0.0,21.5200005,16.9500008,1929.9899902
weather study,chicago,41.881832,-87.623177,2023-10-27,na,4977,5536,37108.0703125,4.75,224.6799927,0.0,21.7999992,9.0900002,1154.1199951
weather study,chicago,41.881832,-87.623177,2023-10-28,na,4977,5536,36956.140625,3.03,138.3600006,0.0,10.1199999,4.54,844.2999878
weather study,chicago,41.881832,-87.623177,2023-10-29,na,4977,5536,36805.5585938,5.1399999,118.2300034,0.0,8.6800003,4.04,815.1900024
weather study,chicago,41.881832,-87.623177,2023-10-30,na,4977,5536,36656.359375,0.0,209.9299927,0.0,5.9200001,-0.41,592.789978
weather study,chicago,41.881832,-87.623177,2023-10-31,na,4977,5536,36508.609375,7.46,131.25,0.0,2.45,-2.55,506.4200134
weather study,chicago,41.881832,-87.623177,2023-11-01,na,4977,5536,36362.359375,0.0,234.8500061,0.0,4.8499999,-2.4100001,511.6199951
weather study,chicago,41.881832,-87.623177,2023-11-02,na,4977,5536,36217.6484375,0.0,298.0700073,0.0,12.4799995,0.27,622.8300171
weather study,chicago,41.881832,-87.623177,2023-11-03,na,4977,5536,36074.5507812,4.0,182.9600067,0.0,13.7299995,5.3800001,895.4000244
weather study,chicago,41.881832,-87.623177,2023-11-04,na,4977,5536,35933.1210938,0.0,261.3699951,0.0,14.04,4.3099999,830.7000122
weather study,chicago,41.881832,-87.623177,2023-11-05,na,4977,5536,35793.390625,0.0,287.0599976,0.0,15.2799997,2.55,733.7299805
weather study,chicago,41.881832,-87.623177,2023-11-06,na,4977,5536,35655.4492188,0.0,250.6100006,0.0,20.6900005,10.2799997,1250.5699463
weather study,chicago,41.881832,-87.623177,2023-11-07,na,4977,5536,35519.328125,0.0,183.6799927,0.0,12.8800001,6.6700001,978.710022
weather study,chicago,41.881832,-87.623177,2023-11-08,na,4977,5536,35385.109375,4.9099998,142.6900024,0.0,14.3599997,7.75,1054.1099854
weather study,chicago,41.881832,-87.623177,2023-11-09,na,4977,5536,35252.8398438,0.0,219.4499969,0.0,13.2700005,5.3099999,891.1300049
weather study,chicago,41.881832,-87.623177,2023-11-10,na,4977,5536,35122.5703125,0.0,197.7799988,0.0,8.6099997,2.01,705.75
weather study,chicago,41.881832,-87.623177,2023-11-11,na,4977,5536,34994.3710938,0.0,263.1700134,0.0,10.75,-0.36,594.9400024
weather study,chicago,41.881832,-87.623177,2023-11-12,na,4977,5536,34868.3085938,0.0,241.4700012,0.0,13.8599997,3.8900001,806.5999756
weather study,chicago,41.881832,-87.623177,2023-11-13,na,4977,5536,34744.4296875,0.0,265.0299988,0.0,16.7900009,3.24,770.710022
weather study,chicago,41.881832,-87.623177,2023-11-14,na,4977,5536,34622.8085938,0.0,272.1499939,0.0,16.3600006,0.88,651.0800171
weather study,chicago,41.881832,-87.623177,2023-11-15,na,4977,5536,34503.5117188,0.0,254.9299927,0.0,18.5599995,4.8299999,861.5700073
weather study,chicago,41.881832,-87.623177,2023-11-16,na,4977,5536,34386.5703125,0.05,241.7899933,0.0,18.9799995,6.5100002,968.4400024
